"GeneID","CHR","PRODUCT","FREQ","SNP_per_GENE","INS_per_GENE","DEL_per_GENE","INDELS","START","END","LENGTH"
"CTYZ_00000327","Ctyz_8","Smc ABC ATpase",3,2,1,0,1,763365,766781,3416
"CTYZ_00000329","Ctyz_8","Uncharacterized protein",1,1,0,0,0,767232,768131,899
"CTYZ_00000334","Ctyz_8","Serine/threonine protein kinase",1,1,0,0,0,779451,780983,1532
"CTYZ_00000337","Ctyz_8","Valyl-tRNA synthetase",1,1,0,0,0,786537,789662,3125
"CTYZ_00000340","Ctyz_8","AP2/ERF domain containing protein",2,2,0,0,0,794354,795907,1553
"CTYZ_00000348","Ctyz_8","Endoplasmic Reticulum Oxidoreductin 1 (ERO1)",1,1,0,0,0,803058,804239,1181
"CTYZ_00000351","Ctyz_8","RNA-binding protein Lupus La",1,1,0,0,0,807807,808961,1154
"CTYZ_00000352","Ctyz_8","AP2/ERF domain containing protein",1,1,0,0,0,809760,812213,2453
"CTYZ_00000359","Ctyz_8","Phosphatidylinositol-4-phosphate 5-kinase",1,1,0,0,0,822162,824645,2483
"CTYZ_00000362","Ctyz_8","Kinesin-like protein",2,2,0,0,0,826884,828713,1829
"CTYZ_00000363","Ctyz_8","Ribosome maturation protein Sdo1/SBDS",1,1,0,0,0,829331,830449,1118
"CTYZ_00000367","Ctyz_8","Oocyst wall protein 4",2,2,0,0,0,835071,837728,2657
"CTYZ_00000368","Ctyz_8","Mini-chromosome maintenance complex-binding protein",1,1,0,0,0,837742,839520,1778
"CTYZ_00000369","Ctyz_8","RNA recognition motif domain containing protein",2,2,0,0,0,839921,839945,24
"CTYZ_00000369","Ctyz_8","RNA recognition motif domain containing protein",2,2,0,0,0,840162,841348,1186
"CTYZ_00000370","Ctyz_8","Rrp12p like nucleolar protein",3,3,0,0,0,842111,846115,4004
"CTYZ_00000373","Ctyz_8","Peptidyl-tRNA hydrolase II domain containing protein",1,1,0,0,0,849083,849177,94
"CTYZ_00000373","Ctyz_8","Peptidyl-tRNA hydrolase II domain containing protein",1,1,0,0,0,848803,849019,216
"CTYZ_00000376","Ctyz_8","Peptidase M1, alanine aminopeptidase/leukotriene A4 hydrolase",1,1,0,0,0,851579,854386,2807
"CTYZ_00000377","Ctyz_8","Uncharacterized protein",1,1,0,0,0,854671,857460,2789
"CTYZ_00000382","Ctyz_8","Uncharacterized protein",1,1,0,0,0,863888,864844,956
"CTYZ_00000383","Ctyz_8","Uncharacterized protein",3,3,0,0,0,865023,869303,4280
"CTYZ_00000384","Ctyz_8","Thioredoxin-like protein",1,1,0,0,0,869440,869462,22
"CTYZ_00000384","Ctyz_8","Thioredoxin-like protein",1,1,0,0,0,869515,870031,516
"CTYZ_00000385","Ctyz_8","putative Secreted Protein",14,9,3,2,5,870517,873924,3407
"CTYZ_00000386","Ctyz_8","putative Secreted Protein",1,1,0,0,0,875546,877111,1565
"CTYZ_00000389","Ctyz_8","putative Secreted Protein",4,4,0,0,0,883348,884856,1508
"CTYZ_00000391","Ctyz_8","putative Secreted Protein",1,1,0,0,0,886472,887902,1430
"CTYZ_00000392","Ctyz_8","Uncharacterized protein",1,1,0,0,0,888014,889156,1142
"CTYZ_00000394","Ctyz_8","Uncharacterized protein",5,5,0,0,0,893478,893637,159
"CTYZ_00000394","Ctyz_8","Uncharacterized protein",5,5,0,0,0,891946,893432,1486
"CTYZ_00000395","Ctyz_8","putative Secreted Protein",9,9,0,0,0,895453,895718,265
"CTYZ_00000395","Ctyz_8","putative Secreted Protein",9,9,0,0,0,895071,895409,338
"CTYZ_00000395","Ctyz_8","putative Secreted Protein",9,9,0,0,0,893826,895017,1191
"CTYZ_00000396","Ctyz_8","Uncharacterized protein",1,1,0,0,0,896205,896954,749
"CTYZ_00000397","Ctyz_8","Ubiquitin-fold modifier-conjugating enzyme 1",1,1,0,0,0,896989,897167,178
"CTYZ_00000397","Ctyz_8","Ubiquitin-fold modifier-conjugating enzyme 1",1,1,0,0,0,897213,897276,63
"CTYZ_00000397","Ctyz_8","Ubiquitin-fold modifier-conjugating enzyme 1",1,1,0,0,0,897339,897560,221
"CTYZ_00000398","Ctyz_8","Niemann-Pick type C1 disease protein",3,3,0,0,0,897973,902367,4394
"CTYZ_00000401","Ctyz_8","RNA 3'-Terminal Phosphate Cyclase-like protein",1,1,0,0,0,904453,905766,1313
"CTYZ_00000403","Ctyz_8","Acetyl-CoA carboxylase",4,4,0,0,0,906913,915087,8174
"CTYZ_00000404","Ctyz_8","Mitosis protein DIM1",1,1,0,0,0,915260,915685,425
"CTYZ_00000407","Ctyz_8","Uncharacterized protein",4,4,0,0,0,917737,918939,1202
"CTYZ_00000408","Ctyz_8","Zinc finger, RING/FYVE/PHD-type domain containing protein",2,2,0,0,0,919070,920497,1427
"CTYZ_00000409","Ctyz_8","Uncharacterized protein",1,1,0,0,0,920864,921673,809
"CTYZ_00000410","Ctyz_8","amino acid transporter",1,1,0,0,0,922155,923525,1370
"CTYZ_00000411","Ctyz_8","putative Secreted Protein",1,1,0,0,0,923891,925195,1304
"CTYZ_00000412","Ctyz_8","Signal Peptide Uncharacterized transmembrane Protein",8,8,0,0,0,926369,932737,6368
"CTYZ_00000413","Ctyz_8","DNAJ like chaperone",4,4,0,0,0,933192,934463,1271
"CTYZ_00000415","Ctyz_8","SEC14/CRAL-TRIO lipid binding domain",2,2,0,0,0,935458,936411,953
"CTYZ_00000417","Ctyz_8","Sister chromatid cohesion protein Dcc1",3,3,0,0,0,939022,940467,1445
"CTYZ_00000418","Ctyz_8","Uncharacterized protein",1,1,0,0,0,940828,941228,400
"CTYZ_00000418","Ctyz_8","Uncharacterized protein",1,1,0,0,0,941285,941339,54
"CTYZ_00000420","Ctyz_8","Ubiquitin-conjugating enzyme E2",2,2,0,0,0,942289,943296,1007
"CTYZ_00000421","Ctyz_8","Uncharacterized protein",2,2,0,0,0,943608,945695,2087
"CTYZ_00000423","Ctyz_8","Acyl transferase/acyl hydrolase/lysophospholipase",1,1,0,0,0,947476,949314,1838
"CTYZ_00000424","Ctyz_8","Signal Peptide Uncharacterized transmembrane Protein",3,3,0,0,0,949718,951559,1841
"CTYZ_00000425","Ctyz_8","Sub2p like superfamily II helicase",2,2,0,0,0,952076,953356,1280
"CTYZ_00000426","Ctyz_8","Major facilitator superfamily (MFS) domain containing protein",1,0,1,0,1,954206,955999,1793
"CTYZ_00000428","Ctyz_8","50S ribosome-binding GTPase",3,3,0,0,0,958862,958945,83
"CTYZ_00000428","Ctyz_8","50S ribosome-binding GTPase",3,3,0,0,0,957266,958744,1478
"CTYZ_00000429","Ctyz_8","eIF-2B gamma, eukaryotic translation initiation factor 2B subunit 3",1,1,0,0,0,959462,960961,1499
"CTYZ_00000430","Ctyz_8","MutS like ABC Atpase",3,3,0,0,0,961192,963729,2537
"CTYZ_00000431","Ctyz_8","Uncharacterized protein",1,1,0,0,0,965078,965421,343
"CTYZ_00000431","Ctyz_8","Uncharacterized protein",1,1,0,0,0,964597,965000,403
"CTYZ_00000431","Ctyz_8","Uncharacterized protein",1,1,0,0,0,964298,964515,217
"CTYZ_00000432","Ctyz_8","Nucleosome assembly protein (NAP)",1,1,0,0,0,966480,966529,49
"CTYZ_00000432","Ctyz_8","Nucleosome assembly protein (NAP)",1,1,0,0,0,966302,966354,52
"CTYZ_00000432","Ctyz_8","Nucleosome assembly protein (NAP)",1,1,0,0,0,965671,966254,583
"CTYZ_00000434","Ctyz_8","Uncharacterized protein",1,1,0,0,0,967777,967846,69
"CTYZ_00000434","Ctyz_8","Uncharacterized protein",1,1,0,0,0,967919,968619,700
"CTYZ_00000435","Ctyz_8","cAMP/cGMP/EF-hand domain containing protein",8,4,1,3,4,968967,975008,6041
"CTYZ_00000436","Ctyz_8","Histidyl-tRNA synthetase",2,2,0,0,0,975440,978370,2930
"CTYZ_00000437","Ctyz_8","Uncharacterized protein",4,4,0,0,0,979093,981441,2348
"CTYZ_00000438","Ctyz_8","Filamin/ABP280 repeat containing protein",10,7,0,3,3,982429,982467,38
"CTYZ_00000438","Ctyz_8","Filamin/ABP280 repeat containing protein",10,7,0,3,3,982606,988518,5912
"CTYZ_00000441","Ctyz_8","26S proteasome regulatory subunit C-terminal/Proteasome component domain containing protein",1,1,0,0,0,991268,992890,1622
"CTYZ_00000442","Ctyz_8","SANT domain containing protein",4,3,0,1,1,993545,998407,4862
"CTYZ_00000446","Ctyz_8","PRP43 involved in spliceosome disassembly mRNA splicing",1,1,0,0,0,1003671,1005812,2141
"CTYZ_00000447","Ctyz_8","Uncharacterized protein",2,1,1,0,1,1006848,1008716,1868
"CTYZ_00000449","Ctyz_8","Acyl transferase/acyl hydrolase/lysophospholipase",1,1,0,0,0,1010239,1011609,1370
"CTYZ_00000451","Ctyz_8","RNA recognition motif domain containing protein",1,0,0,1,1,1013220,1014704,1484
"CTYZ_00000453","Ctyz_8","CCAAT-binding factor",4,2,2,0,2,1016863,1020063,3200
"CTYZ_00000454","Ctyz_8","Uncharacterized protein",1,1,0,0,0,1020181,1021722,1541
"CTYZ_00000455","Ctyz_8","Uncharacterized protein",3,3,0,0,0,1022912,1025650,2738
"CTYZ_00000459","Ctyz_8","Glucose-methanol-choline oxidoreductase",5,5,0,0,0,1028912,1031518,2606
"CTYZ_00000460","Ctyz_8","Cleavage/polyadenylation specificity factor subunit A",5,5,0,0,0,1032155,1036108,3953
"CTYZ_00000463","Ctyz_8","Rad60/SUMO-like domain containing protein",1,1,0,0,0,1038605,1038970,365
"CTYZ_00000465","Ctyz_8","KRR1 interacting protein 1",2,2,0,0,0,1040976,1043009,2033
"CTYZ_00000466","Ctyz_8","PH domain-like protein",1,1,0,0,0,1043658,1044317,659
"CTYZ_00000466","Ctyz_8","PH domain-like protein",1,1,0,0,0,1043469,1043581,112
"CTYZ_00000466","Ctyz_8","PH domain-like protein",1,1,0,0,0,1043239,1043395,156
"CTYZ_00000469","Ctyz_8","Uncharacterized Protein",1,1,0,0,0,1046556,1047179,623
"CTYZ_00000471","Ctyz_8","Ubiquitin carboxyl-terminal hydrolase of the cysteine proteinase fold",3,3,0,0,0,1049905,1052169,2264
"CTYZ_00000474","Ctyz_8","Nucleolar protein 14",5,5,0,0,0,1055696,1058653,2957
"CTYZ_00000475","Ctyz_8","SNW family nuclear protein",1,0,1,0,1,1059302,1060588,1286
"CTYZ_00000476","Ctyz_8","Uncharacterized protein",1,1,0,0,0,1060874,1061404,530
"CTYZ_00000478","Ctyz_8","Uncharacterized protein",2,2,0,0,0,1063893,1065530,1637
"CTYZ_00000479","Ctyz_8","WD40/YVTN/Zinc finger, RING/FYVE/PHD-type domain containing protein",5,5,0,0,0,1066221,1069346,3125
"CTYZ_00000485","Ctyz_8","Sec23/Sec24",3,2,1,0,1,1079248,1080339,1091
"CTYZ_00000485","Ctyz_8","Sec23/Sec24",3,2,1,0,1,1080402,1081928,1526
"CTYZ_00000486","Ctyz_8","Uncharacterized protein",1,1,0,0,0,1082626,1084239,1613
"CTYZ_00000487","Ctyz_8","Uncharacterized protein",2,2,0,0,0,1084922,1087336,2414
"CTYZ_00000488","Ctyz_8","Phosphatidylinositol 3-/4-kinase",1,1,0,0,0,1087963,1091301,3338
"CTYZ_00000489","Ctyz_8","Uncharacterized protein",9,4,4,1,5,1091686,1094994,3308
"CTYZ_00000490","Ctyz_8","Uncharacterized Protein",8,8,0,0,0,1096898,1103563,6665
"CTYZ_00000491","Ctyz_8","WD40 repeat containing protein",1,1,0,0,0,1104202,1105623,1421
"CTYZ_00000492","Ctyz_8","PH domain-like containing protein",1,1,0,0,0,1106133,1108481,2348
"CTYZ_00000494","Ctyz_8","Uncharacterized protein",1,1,0,0,0,1111221,1111907,686
"CTYZ_00000495","Ctyz_8","Uncharacterized protein",3,2,0,1,1,1112262,1113686,1424
"CTYZ_00000496","Ctyz_8","Uncharacterized Protein",3,3,0,0,0,1115003,1116583,1580
"CTYZ_00000497","Ctyz_8","Uncharacterized protein",4,3,0,1,1,1117083,1118522,1439
"CTYZ_00000498","Ctyz_8","NUDIX hydrolase domain containing protein",2,2,0,0,0,1120194,1120814,620
"CTYZ_00000499","Ctyz_8","Helicase superfamily 1-2/SNF2/Zinc finger, RING/FYVE/PHD-type domain containing protein",8,6,1,1,2,1121383,1127790,6407
"CTYZ_00000500","Ctyz_8","Elongation of fatty acids protein",2,2,0,0,0,1129658,1130626,968
"CTYZ_00000501","Ctyz_8","WD40/YVTN repeat-like-containing protein",3,2,1,0,1,1130977,1132212,1235
"CTYZ_00000506","Ctyz_8","Uncharacterized protein",4,4,0,0,0,1137819,1140890,3071
"CTYZ_00000508","Ctyz_8","Uncharacterized protein",2,2,0,0,0,1142797,1144551,1754
"CTYZ_00000511","Ctyz_8","4'-phosphopantetheinyl transferase",2,2,0,0,0,1149374,1149531,157
"CTYZ_00000511","Ctyz_8","4'-phosphopantetheinyl transferase",2,2,0,0,0,1149613,1150156,543
"CTYZ_00000511","Ctyz_8","4'-phosphopantetheinyl transferase",2,2,0,0,0,1150248,1150448,200
"CTYZ_00000514","Ctyz_8","Dbp5p-like eIF4A-1-family RNA SFII helicase",2,2,0,0,0,1151962,1153515,1553
"CTYZ_00000516","Ctyz_8","Cleavage/polyadenylation specificity factor A subunit",3,3,0,0,0,1155795,1161683,5888
"CTYZ_00000517","Ctyz_8","Ribosome control protein 1",5,4,1,0,1,1162081,1167402,5321
"CTYZ_00000520","Ctyz_8","Zinc finger, RING/FYVE/FHA/SMAD/PHD-type domain containing protein",4,2,1,1,2,1171769,1174093,2324
"CTYZ_00000522","Ctyz_8","NLI interacting factor-like phosphatase FCP1/BRCT/HAD domain containing protein",1,1,0,0,0,1178375,1178568,193
"CTYZ_00000522","Ctyz_8","NLI interacting factor-like phosphatase FCP1/BRCT/HAD domain containing protein",1,1,0,0,0,1178722,1178771,49
"CTYZ_00000522","Ctyz_8","NLI interacting factor-like phosphatase FCP1/BRCT/HAD domain containing protein",1,1,0,0,0,1178897,1178982,85
"CTYZ_00000523","Ctyz_8","Transcription initiation factor TAFII31",1,0,1,0,1,1178990,1179439,449
"CTYZ_00000524","Ctyz_8","Signal peptide, Kazal-type serine protease inhibitor domain containing protein",2,2,0,0,0,1179636,1180997,1361
"CTYZ_00000525","Ctyz_8","SANT/Myb domain/WD40YVTN repeat containing protein",14,7,6,1,7,1183571,1190761,7190
"CTYZ_00000526","Ctyz_8","SUN/Galactose-binding domain containing protein",3,2,0,1,1,1191305,1194757,3452
"CTYZ_00000527","Ctyz_8","Uncharacterized protein",4,3,0,1,1,1195276,1196727,1451
"CTYZ_00000527","Ctyz_8","Uncharacterized protein",4,3,0,1,1,1196783,1196842,59
"CTYZ_00000527","Ctyz_8","Uncharacterized protein",4,3,0,1,1,1196926,1197069,143
"CTYZ_00000527","Ctyz_8","Uncharacterized protein",4,3,0,1,1,1197124,1197297,173
"CTYZ_00000528","Ctyz_8","rRNA-processing protein Fcf1/Utp23",1,1,0,0,0,1197853,1197940,87
"CTYZ_00000528","Ctyz_8","rRNA-processing protein Fcf1/Utp23",1,1,0,0,0,1198183,1198846,663
"CTYZ_00000528","Ctyz_8","rRNA-processing protein Fcf1/Utp23",1,1,0,0,0,1198900,1199050,150
"CTYZ_00000532","Ctyz_8","Exonuclease, RNase T/DNA polymerase III",3,3,0,0,0,1203464,1209259,5795
"CTYZ_00000534","Ctyz_8","DnaJ domain containing protein",3,2,0,1,1,1211151,1213016,1865
"CTYZ_00000535","Ctyz_8","Alpha-trehalose-phosphate synthase",10,8,1,1,2,1213707,1217942,4235
"CTYZ_00000536","Ctyz_8","RecQ4 SF II RNA helicase",4,4,0,0,0,1218037,1222299,4262
"CTYZ_00000537","Ctyz_8","Uncharacterized protein",5,5,0,0,0,1223878,1224804,926
"CTYZ_00000542","Ctyz_8","Uncharacterized protein",1,1,0,0,0,1233793,1234692,899
"CTYZ_00000550","Ctyz_8","Uncharacterized protein",1,1,0,0,0,1244096,1244430,334
"CTYZ_00000550","Ctyz_8","Uncharacterized protein",1,1,0,0,0,1243866,1244014,148
"CTYZ_00000550","Ctyz_8","Uncharacterized protein",1,1,0,0,0,1243743,1243814,71
"CTYZ_00000550","Ctyz_8","Uncharacterized protein",1,1,0,0,0,1243539,1243697,158
"CTYZ_00000550","Ctyz_8","Uncharacterized protein",1,1,0,0,0,1243311,1243466,155
"CTYZ_00000550","Ctyz_8","Uncharacterized protein",1,1,0,0,0,1243131,1243249,118
"CTYZ_00000554","Ctyz_8","Protein kinase NPK2",2,2,0,0,0,1247414,1248565,1151
"CTYZ_00000557","Ctyz_8","emp24/gp25L/p24 family/GOLD domain containing protein",2,2,0,0,0,1250013,1250891,878
"CTYZ_00000558","Ctyz_8","Ssd1p/F48E8.6-like RNAseII",4,4,0,0,0,1251229,1254315,3086
"CTYZ_00000561","Ctyz_8","Serine/threonine-protein kinase",2,2,0,0,0,1257094,1258455,1361
"CTYZ_00000562","Ctyz_8","Armadillo-type fold containing protein",3,3,0,0,0,1258462,1261518,3056
"CTYZ_00000563","Ctyz_8","BRCT repeat containing protein",2,1,0,1,1,1262453,1265953,3500
"CTYZ_00000566","Ctyz_8","Uncharacterized protein",5,5,0,0,0,1267836,1271153,3317
"CTYZ_00000570","Ctyz_8","Zinc finger, RING/FYVE/PHD-type domain containing protein",1,1,0,0,0,1274981,1275988,1007
"CTYZ_00000571","Ctyz_8","SRP54-type protein, GTPase domain containing protein",1,1,0,0,0,1276210,1277853,1643
"CTYZ_00000572","Ctyz_8","Amino acid permease/polyamine transporter I",3,3,0,0,0,1278213,1279712,1499
"CTYZ_00000573","Ctyz_8","Pseudouridine synthase I TruA",3,3,0,0,0,1279874,1279981,107
"CTYZ_00000573","Ctyz_8","Pseudouridine synthase I TruA",3,3,0,0,0,1280099,1280932,833
"CTYZ_00000574","Ctyz_8","putative Secreted Protein",9,8,1,0,1,1281344,1287994,6650
"CTYZ_00000575","Ctyz_8","putative Secreted Protein",11,11,0,0,0,1288209,1290647,2438
"CTYZ_00000576","Ctyz_8","putative Secreted Protein",100,92,6,2,8,1291055,1294161,3106
"CTYZ_00000576","Ctyz_8","putative Secreted Protein",100,92,6,2,8,1294220,1294735,515
"CTYZ_00000576","Ctyz_8","putative Secreted Protein",100,92,6,2,8,1294789,1294858,69
"CTYZ_00000577","Ctyz_8","Serine/threonine-protein kinase",1,1,0,0,0,1296399,1297350,951
"CTYZ_00000577","Ctyz_8","Serine/threonine-protein kinase",1,1,0,0,0,1294964,1296324,1360
"CTYZ_00000578","Ctyz_8","putative Secreted Protein",4,4,0,0,0,1297933,1301346,3413
"CTYZ_00000579","Ctyz_8","Uncharacterized protein",38,36,0,2,2,1302002,1304530,2528
"CTYZ_00000580","Ctyz_8","Uncharacterized protein",1,1,0,0,0,1304770,1304937,167
"CTYZ_00000581","Ctyz_8","Uncharacterized protein",1,1,0,0,0,1304978,1305337,359
"CTYZ_00000582","Ctyz_8","Uncharacterized protein",7,7,0,0,0,1306402,1306869,467
"CTYZ_00000583","Ctyz_8","Uncharacterized protein",12,11,1,0,1,1307961,1308647,686
"CTYZ_00000584","Ctyz_8","Uncharacterized protein",4,3,1,0,1,1309349,1309885,536
"CTYZ_00000590","Ctyz_7","Uncharacterized protein",7,7,0,0,0,9429,11630,2201
"CTYZ_00000591","Ctyz_7","Uncharacterized protein",2,2,0,0,0,12737,15064,2327
"CTYZ_00000592","Ctyz_7","Ankyrin repeat-containing protein",2,2,0,0,0,15765,15917,152
"CTYZ_00000592","Ctyz_7","Ankyrin repeat-containing protein",2,2,0,0,0,15225,15719,494
"CTYZ_00000593","Ctyz_7","Uncharacterized protein",4,4,0,0,0,16418,23845,7427
"CTYZ_00000594","Ctyz_7","Protein kinase/EF-hand domain containing protein",1,1,0,0,0,23970,26408,2438
"CTYZ_00000597","Ctyz_7","Integral membrane protein with 6 transmembrane domains and possible ring domain",1,1,0,0,0,29311,29468,157
"CTYZ_00000597","Ctyz_7","Integral membrane protein with 6 transmembrane domains and possible ring domain",1,1,0,0,0,29516,30776,1260
"CTYZ_00000597","Ctyz_7","Integral membrane protein with 6 transmembrane domains and possible ring domain",1,1,0,0,0,30831,30950,119
"CTYZ_00000599","Ctyz_7","SLC26A/SulP transporter",5,5,0,0,0,32333,35068,2735
"CTYZ_00000600","Ctyz_7","RING-type Zinc finger domain containing protein",2,2,0,0,0,35912,36910,998
"CTYZ_00000601","Ctyz_7","Sortilin",1,1,0,0,0,37552,40569,3017
"CTYZ_00000602","Ctyz_7","cAMP-dependent protein kinase regulatory subunit",1,1,0,0,0,42066,42085,19
"CTYZ_00000602","Ctyz_7","cAMP-dependent protein kinase regulatory subunit",1,1,0,0,0,40983,42006,1023
"CTYZ_00000605","Ctyz_7","Uncharacterized protein",1,1,0,0,0,47300,47959,659
"CTYZ_00000609","Ctyz_7","Dynamitin",2,2,0,0,0,52817,53359,542
"CTYZ_00000609","Ctyz_7","Dynamitin",2,2,0,0,0,52485,52769,284
"CTYZ_00000609","Ctyz_7","Dynamitin",2,2,0,0,0,52195,52408,213
"CTYZ_00000609","Ctyz_7","Dynamitin",2,2,0,0,0,52025,52131,106
"CTYZ_00000611","Ctyz_7","Peptidylprolyl isomerase",1,1,0,0,0,54743,55678,935
"CTYZ_00000615","Ctyz_7","Digestive organ expansion factor",5,5,0,0,0,59123,61378,2255
"CTYZ_00000616","Ctyz_7","VIT/Ccc1 family",1,1,0,0,0,62409,62512,103
"CTYZ_00000616","Ctyz_7","VIT/Ccc1 family",1,1,0,0,0,61564,62329,765
"CTYZ_00000617","Ctyz_7","AD/NAD(P)-binding domain containing protein",6,6,0,0,0,63336,66827,3491
"CTYZ_00000619","Ctyz_7","Rad21/Rec8-like protein,Uncharacterized protein",4,3,1,0,1,69395,70036,641
"CTYZ_00000619","Ctyz_7","Rad21/Rec8-like protein",4,3,1,0,1,70464,71282,818
"CTYZ_00000620","Ctyz_7","CpCCP2 extracellular protein",5,5,0,0,0,71583,76604,5021
"CTYZ_00000621","Ctyz_7","GLE1-like protein",1,1,0,0,0,76746,78119,1373
"CTYZ_00000623","Ctyz_7","Endomembrane protein 70 Nonaspanin (TM9SF)",2,2,0,0,0,80973,82787,1814
"CTYZ_00000624","Ctyz_7","GRASP55/65 PDZ-like domain containing protein",2,2,0,0,0,83026,85233,2207
"CTYZ_00000625","Ctyz_7","Uncharacterized protein",1,1,0,0,0,85569,86690,1121
"CTYZ_00000626","Ctyz_7","Autophagy-related protein 16",1,1,0,0,0,86894,86981,87
"CTYZ_00000626","Ctyz_7","Autophagy-related protein 16",1,1,0,0,0,87081,87382,301
"CTYZ_00000627","Ctyz_7","Heat shock protein 70",1,1,0,0,0,87943,89907,1964
"CTYZ_00000628","Ctyz_7","PhoPQ-activated pathogenicity-related protein",1,1,0,0,0,90957,92795,1838
"CTYZ_00000629","Ctyz_7","Uncharacterized protein",1,1,0,0,0,93205,94938,1733
"CTYZ_00000632","Ctyz_7","OST-HTH associated domain containing protein",1,1,0,0,0,98833,100047,1214
"CTYZ_00000634","Ctyz_7","Protein with DEXDc plus ring plus HELICc possible SNF2 domain",2,2,0,0,0,106420,108273,1853
"CTYZ_00000637","Ctyz_7","Phosphatidate cytidylyltransferase",4,4,0,0,0,112074,113423,1349
"CTYZ_00000638","Ctyz_7","P-type cation-transporting ATPase",3,3,0,0,0,114311,118180,3869
"CTYZ_00000640","Ctyz_7","L-lactate/malate dehydrogenase",1,1,0,0,0,120168,121130,962
"CTYZ_00000642","Ctyz_7","RTR1-type zinc finger",4,3,1,0,1,122725,124467,1742
"CTYZ_00000644","Ctyz_7","Cyclophilin-like peptidyl-prolyl cis-trans isomerase",2,2,0,0,0,125282,127618,2336
"CTYZ_00000646","Ctyz_7","GPI transamidase subunit PIG-U",2,2,0,0,0,129441,130433,992
"CTYZ_00000647","Ctyz_7","Uncharacterized protein",1,1,0,0,0,130692,131897,1205
"CTYZ_00000650","Ctyz_7","Uncharacterized protein",2,2,0,0,0,137259,140423,3164
"CTYZ_00000651","Ctyz_7","Ser/Thr protein kinase",2,2,0,0,0,142600,142766,166
"CTYZ_00000651","Ctyz_7","Ser/Thr protein kinase",2,2,0,0,0,142246,142429,183
"CTYZ_00000651","Ctyz_7","Ser/Thr protein kinase",2,2,0,0,0,141779,142171,392
"CTYZ_00000651","Ctyz_7","Ser/Thr protein kinase",2,2,0,0,0,140958,141714,756
"CTYZ_00000651","Ctyz_7","Ser/Thr protein kinase",2,2,0,0,0,140558,140823,265
"CTYZ_00000652","Ctyz_7","Uncharacterized protein",1,1,0,0,0,143117,144958,1841
"CTYZ_00000656","Ctyz_7","Prp16p pre-mRNA splicing factor HrpA family SFII helicase",3,3,0,0,0,149864,153037,3173
"CTYZ_00000657","Ctyz_7","Cyclin-like protein",3,3,0,0,0,153344,155326,1982
"CTYZ_00000658","Ctyz_7","Cyclin-like protein",1,1,0,0,0,156093,156938,845
"CTYZ_00000659","Ctyz_7","t-SNARE domain-containing protein",1,1,0,0,0,157707,158639,932
"CTYZ_00000660","Ctyz_7","O-acyltransferase WSD1 C-terminal domain containing protein",2,2,0,0,0,159052,161391,2339
"CTYZ_00000663","Ctyz_7","Uncharacterized Protein",2,2,0,0,0,163436,167152,3716
"CTYZ_00000664","Ctyz_7","KH domain type 1 containing protein",1,1,0,0,0,167837,168928,1091
"CTYZ_00000666","Ctyz_7","Uncharacterized protein",6,5,1,0,1,170485,174624,4139
"CTYZ_00000667","Ctyz_7","Uncharacterized protein",2,2,0,0,0,175397,176569,1172
"CTYZ_00000669","Ctyz_7","Bruno-like protein with 2 RRM domains",4,4,0,0,0,178482,180554,2072
"CTYZ_00000670","Ctyz_7","LuxS/M16 peptidase-like Metalloenzyme",4,3,1,0,1,181444,185802,4358
"CTYZ_00000671","Ctyz_7","Uncharacterized protein",1,1,0,0,0,186208,187680,1472
